City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
137,kurilsk,45.2333,147.8833,-5.26,57,100,5.24,RU,1675880567
138,ouegoa,-20.35,164.4333,25.65,89,100,2.16,NC,1675880568
139,margate,51.3813,1.3862,5.5,65,32,0.45,GB,1675880568
140,port alfred,-33.5906,26.891,21.21,85,100,3.26,ZA,1675880564
141,melbu,68.5044,14.8297,5.9,75,75,12.86,NO,1675880569
142,lompoc,34.6391,-120.4579,19.88,62,0,1.54,US,1675880569
143,pinega,64.7001,43.3936,-5.35,92,10,4.05,RU,1675880569
144,vangaindrano,-23.35,47.6,23.6,92,100,2.42,MG,1675880570
145,san carlos de bariloche,-41.1456,-71.3082,27.36,21,0,6.17,AR,1675880570
146,zorritos,-3.6805,-80.6782,31.16,65,25,5.16,PE,1675880570
147,chistogorskiy,53.9835,87.3843,-14.29,98,98,0.46,RU,1675880571
148,kodinsk,58.6881,99.1844,-11.39,97,100,1.41,RU,1675880571
149,bluff,-46.6,168.3333,9.33,69,72,10.17,NZ,1675880572
150,karari,25.45,81.4333,15.06,43,0,2.6,IN,1675880572
151,denpasar,-8.65,115.2167,26.81,88,40,1.54,ID,1675880321
152,sao filipe,14.8961,-24.4956,20.95,70,81,3.63,CV,1675880573
153,ullapool,57.8987,-5.1604,4.08,97,100,9.85,GB,1675880573
154,ponnani,10.767,75.9252,26.62,82,61,1.15,IN,1675880574
155,bengkulu,-3.8004,102.2655,23.99,87,89,2.35,ID,1675880574
156,bandarbeyla,9.4942,50.8122,24.57,78,7,3.93,SO,1675880575
157,gayny,60.3071,54.3241,-4.43,96,100,2.19,RU,1675880576
158,ribeira grande,38.5167,-28.7,14.87,54,20,3.09,PT,1675880574
159,nanortalik,60.1432,-45.2371,-0.6,81,100,5.18,GL,1675880576
160,masterton,-40.9597,175.6575,10.6,93,6,0.91,NZ,1675880386
161,villarrica,-25.75,-56.4333,41.13,16,18,1.08,PY,1675880563
162,kodiak,57.79,-152.4072,-8.27,73,0,3.09,US,1675880558
163,brest,52.1,23.7,-2.95,81,22,2.33,BY,1675880577
164,ponta do sol,32.6667,-17.1,16.51,68,62,2.8,PT,1675880577
165,teguldet,57.3064,88.1667,-15.97,98,98,1.65,RU,1675880507
166,saint-georges,12.0564,-61.7485,28.82,70,20,7.72,GD,1675880578
167,roald,62.5833,6.1333,10.18,53,20,13.38,NO,1675880578
168,peruibe,-24.32,-46.9983,28.22,64,10,3.78,BR,1675880578
169,torbay,47.6666,-52.7314,1.33,95,100,8.75,CA,1675880579
170,niono,14.2526,-5.993,34.19,11,0,3.88,ML,1675880579
171,carnarvon,-24.8667,113.6333,25.5,76,10,9.53,AU,1675880333
172,yashkino,55.8736,85.4265,-16.57,97,100,1.23,RU,1675880579
173,cabra,37.4725,-4.4421,10.47,70,75,0.69,ES,1675880580
174,sioux lookout,50.1001,-91.917,-1.96,74,100,1.54,CA,1675880424
175,harper,4.375,-7.7169,27.58,76,94,2.42,LR,1675880581
176,saint george,37.1041,-113.5841,9.41,45,0,0.89,US,1675880581
177,luganville,-15.5333,167.1667,25.26,88,100,3.63,VU,1675880581
178,udachnyy,66.4167,112.4,-41.73,100,97,1.88,RU,1675880585
179,waddan,29.1614,16.139,17.11,24,67,6.35,LY,1675880585
180,georgetown,5.4112,100.3354,26.96,93,20,1.03,MY,1675880348
181,constitucion,-35.3333,-72.4167,22.17,54,4,3.98,CL,1675880586
182,bathsheba,13.2167,-59.5167,29.34,65,40,9.26,BB,1675880587
183,zaysan,47.4667,84.8667,-10.35,90,100,0.89,KZ,1675880588
184,mantua,45.1667,10.7833,2.97,62,1,5.81,IT,1675880550
185,east london,-33.0153,27.9116,20.52,94,100,1.54,ZA,1675880589
186,kapoeta,4.7717,33.5903,32.14,20,15,5.75,SS,1675880589
187,geraldton,-28.7667,114.6,21.23,83,0,5.14,AU,1675880590
188,pangnirtung,66.1451,-65.7125,-28.0,63,20,0.0,CA,1675880590
189,darhan,49.4867,105.9228,-23.52,100,53,1.68,MN,1675880591
190,piacabucu,-10.4056,-36.4344,28.54,54,74,4.78,BR,1675880591
191,killybegs,54.6333,-8.45,5.84,84,100,8.36,IE,1675880592
192,olga,43.7444,135.2892,-14.83,82,4,2.33,RU,1675880593
193,hafizabad,32.0679,73.6854,13.73,43,4,2.35,PK,1675880593
194,salinas,36.6777,-121.6555,17.13,62,0,3.6,US,1675880549
195,san cristobal,7.7669,-72.225,26.1,37,78,3.45,VE,1675880378
196,guerrero negro,27.9769,-114.0611,17.71,29,0,0.49,MX,1675880594
197,barrow,71.2906,-156.7887,-26.99,76,100,1.54,US,1675880571
198,shelburne,44.0787,-80.2041,5.25,74,31,3.83,CA,1675880437
199,quatre cocos,-20.2078,57.7625,26.16,80,80,4.57,MU,1675880596
200,matamoros,25.5333,-103.25,15.06,29,75,7.2,MX,1675880531
201,fortuna,40.5982,-124.1573,9.4,93,100,0.45,US,1675880597
202,kabinda,-6.1333,24.4833,19.52,92,97,0.49,CD,1675880598
203,dingle,10.9995,122.6711,22.77,92,95,3.55,PH,1675880557
204,jiayuguan,39.8167,98.3,-3.18,61,30,1.84,CN,1675880599
205,tachov,49.7953,12.6337,-2.42,79,1,2.24,CZ,1675880599
206,vestmannaeyjar,63.4427,-20.2734,-1.45,80,40,16.98,IS,1675880600
207,airai,-8.9266,125.4092,15.48,96,94,0.75,TL,1675880334
208,carlagan,14.975,122.0456,25.07,77,100,6.64,PH,1675880602
209,qaqortoq,60.7167,-46.0333,-5.5,93,100,3.05,GL,1675880602
210,vestmanna,62.1564,-7.1664,1.51,75,75,7.72,FO,1675880603
211,rawson,-43.3002,-65.1023,32.16,19,0,5.14,AR,1675880448
212,hualmay,-11.0964,-77.6139,25.95,69,70,5.01,PE,1675880604
213,muisne,0.6,-80.0333,28.13,71,64,4.37,EC,1675880605
214,ahipara,-35.1667,173.1667,16.57,84,3,2.76,NZ,1675880606
215,byron bay,-28.65,153.6167,19.41,84,65,3.58,AU,1675880606
216,kudahuvadhoo,2.6708,72.8944,27.33,71,84,4.54,MV,1675880376
217,anloga,5.7947,0.8973,27.84,78,99,5.57,GH,1675880608
218,codrington,-38.2667,141.9667,11.94,87,58,2.71,AU,1675880398
219,srednekolymsk,67.45,153.6833,-32.58,97,100,2.75,RU,1675880609
220,bolu,40.6667,31.5833,-5.57,96,98,1.17,TR,1675880610
221,monrovia,6.3005,-10.7969,28.87,76,100,3.83,LR,1675880610
222,sabha,27.0377,14.4283,18.51,19,68,5.56,LY,1675880611
223,caconda,-13.7333,15.0667,18.57,56,99,1.66,AO,1675880612
224,lasa,46.6166,10.7002,-1.51,92,47,0.19,IT,1675880613
225,penzance,50.1186,-5.5371,8.38,70,55,6.55,GB,1675880613
226,cabo san lucas,22.8909,-109.9124,25.9,39,0,3.6,MX,1675880576
227,camopi,3.1655,-52.3158,26.75,88,68,2.33,GF,1675880614
228,vanimo,-2.6741,141.3028,25.31,93,100,6.82,PG,1675880615
229,ponta delgada,37.7333,-25.6667,14.4,62,75,6.17,PT,1675880615
230,sherlovaya gora,50.5667,116.25,-26.56,92,62,2.09,RU,1675880616
231,ugoofaaru,5.6667,73.0,27.11,69,100,1.71,MV,1675880616
232,anadyr,64.75,177.4833,-33.72,75,0,4.0,RU,1675880336
233,mehamn,71.0357,27.8492,3.97,70,0,17.49,NO,1675880617
234,lethem,3.3803,-59.7968,32.03,62,40,6.17,GY,1675880617
235,orbetello,42.4408,11.2196,5.01,57,18,6.46,IT,1675880618
236,chernyshevskiy,63.0128,112.4714,-44.55,100,70,0.93,RU,1675880619
237,banda aceh,5.5577,95.3222,25.47,83,100,2.86,ID,1675880619
238,khatanga,71.9667,102.5,-43.09,100,77,1.88,RU,1675880332
239,torbat-e jam,35.244,60.6225,8.98,72,51,3.62,IR,1675880620
240,pacific grove,36.6177,-121.9166,15.91,61,0,6.71,US,1675880577
241,hamilton,39.1834,-84.5333,11.91,54,0,2.06,US,1675880530
242,ondarroa,43.3167,-2.4167,9.99,86,6,1.55,ES,1675880621
243,istria,44.5667,28.7167,-3.35,62,96,7.53,RO,1675880621
244,stornoway,58.2093,-6.3865,2.98,89,75,8.75,GB,1675880622
245,estelle,29.8458,-90.1067,26.11,75,75,6.71,US,1675880622
246,smidovich,48.6,133.8167,-29.9,96,7,2.66,RU,1675880622
247,isangel,-19.55,169.2667,25.61,89,100,3.67,VU,1675880623
248,rosario,-32.9468,-60.6393,29.95,42,0,4.63,AR,1675880393
249,cap malheureux,-19.9842,57.6142,26.37,77,68,2.68,MU,1675880624
250,mahibadhoo,3.7833,72.9667,27.25,70,100,3.42,MV,1675880625
251,kirakira,-10.4544,161.9205,26.72,83,100,2.95,SB,1675880625
252,santo antonio do ica,-3.1022,-67.9397,27.5,77,99,0.42,BR,1675880625
253,bonfim,3.0833,-59.95,31.97,37,62,2.76,BR,1675880626
254,raga,8.4596,25.678,23.73,16,5,2.07,SS,1675880473
255,banyo,6.75,11.8167,25.5,16,49,2.03,CM,1675880626
256,south charleston,38.3684,-81.6996,14.93,75,100,0.0,US,1675880615
257,xucheng,20.35,110.1288,20.42,93,13,6.11,CN,1675880627
258,tarbes,43.25,0.1667,6.38,69,100,1.03,FR,1675880628
259,portland,45.5234,-122.6762,9.05,88,75,4.12,US,1675879780
260,taoudenni,22.6783,-3.9836,24.17,12,84,3.82,ML,1675880628
261,poum,-20.2333,164.0167,27.09,81,100,4.01,NC,1675880629
262,urumqi,43.801,87.6005,-10.47,92,100,2.0,CN,1675880422
263,kantabanji,20.4833,82.9167,20.07,29,12,0.6,IN,1675880629
264,cayenne,4.9333,-52.3333,28.02,74,75,5.66,GF,1675880630
265,tasiilaq,65.6145,-37.6368,-15.91,54,0,4.65,GL,1675880630
266,tazovskiy,67.4667,78.7,-14.81,93,100,8.39,RU,1675880631
267,ibarra,0.35,-78.1167,21.96,52,81,1.88,EC,1675880631
268,kavaratti,10.5669,72.642,26.53,75,63,4.46,IN,1675880631
269,hastings,50.8552,0.5729,5.51,19,5,3.37,GB,1675880632
270,bourg-en-bresse,46.1667,5.1667,3.9,74,4,1.02,FR,1675880632
271,adrar,20.5022,-10.0711,23.06,14,100,4.9,MR,1675880633
272,dukat,62.55,155.55,-40.54,100,80,1.69,RU,1675880633
273,xining,36.6167,101.7667,-5.39,83,68,1.49,CN,1675880634
274,provideniya,64.3833,-173.3,-27.72,97,96,1.81,RU,1675880578
275,lebu,-37.6167,-73.65,19.03,72,1,5.56,CL,1675880634
276,bethel,41.3712,-73.414,10.2,55,20,6.17,US,1675880634
277,baoying,33.2292,119.3092,5.57,78,100,4.29,CN,1675880635
278,kyra,49.5776,111.9753,-22.23,98,19,1.88,RU,1675880636
279,mangrol,21.1167,70.1167,22.67,47,5,2.43,IN,1675880636
280,springbok,-29.6643,17.8865,22.16,50,18,4.21,ZA,1675880637
281,moussoro,13.6408,16.4901,25.92,13,95,4.46,TD,1675880515
282,talnakh,69.4865,88.3972,-21.0,96,100,3.86,RU,1675880638
283,divnomorskoye,44.5011,38.1353,-2.83,80,96,13.27,RU,1675880638
284,mineral wells,32.8085,-98.1128,6.47,87,100,6.17,US,1675880638
285,teya,60.3778,92.6267,-16.88,99,100,1.26,RU,1675880639
286,dongsheng,39.8161,109.9776,-3.44,95,100,4.08,CN,1675880639
287,minbu,20.1833,94.8833,20.22,40,0,1.66,MM,1675880640
288,gonbad-e qabus,37.25,55.1672,6.53,80,100,3.81,IR,1675880640
289,luderitz,-26.6481,15.1594,19.04,83,0,8.92,NA,1675880641
290,beidao,34.5686,105.8933,1.0,74,100,1.55,CN,1675880642
291,saskylakh,71.9167,114.0833,-37.52,99,95,2.42,RU,1675880597
292,rafai,4.95,23.9167,26.07,18,6,1.53,CF,1675880643
293,vilhena,-12.7406,-60.1458,29.12,58,40,2.57,BR,1675880644
294,benghazi,32.1167,20.0667,14.36,54,100,7.07,LY,1675880635
295,mizur,42.8531,44.0531,-8.98,96,100,0.99,RU,1675880446
296,tumut,-35.3,148.2167,16.31,91,24,2.3,AU,1675880370
297,mount isa,-20.7333,139.5,24.87,100,100,3.09,AU,1675880645
298,zonguldak,41.25,31.8333,-2.86,99,100,0.39,TR,1675880645
299,vila franca do campo,37.7167,-25.4333,14.23,66,52,4.84,PT,1675880646
300,troitsko-pechorsk,62.7084,56.1964,-0.77,83,71,4.97,RU,1675880646
301,trincomalee,8.5711,81.2335,26.03,82,96,4.52,LK,1675880647
302,bharatpur,27.2167,77.4833,14.87,43,0,2.29,IN,1675880647
303,touros,-5.1989,-35.4608,29.7,54,98,6.35,BR,1675880648
304,flagstaff,35.1981,-111.6513,5.87,34,0,0.45,US,1675880478
305,nuuk,64.1835,-51.7216,-7.66,79,100,10.29,GL,1675880504
306,iqaluit,63.7506,-68.5145,-29.15,69,75,0.0,CA,1675880537
307,kruisfontein,-34.0033,24.7314,19.94,74,100,4.41,ZA,1675880649
308,chebenki,51.9337,55.7077,-20.12,100,23,1.36,RU,1675880649
309,eyl,7.9803,49.8164,24.36,80,11,6.3,SO,1675880650
310,curuguaty,-24.4694,-55.6945,38.0,23,33,0.67,PY,1675880651
311,norman wells,65.282,-126.8329,-27.98,69,75,1.03,CA,1675880654
312,litovko,49.2361,135.1742,-30.29,100,52,1.85,RU,1675880654
313,la palma,33.8464,-118.0467,22.64,37,20,0.45,US,1675880655
314,pasighat,28.0667,95.3333,15.52,64,57,1.45,IN,1675880655
315,kangaatsiaq,68.3065,-53.4641,-27.94,90,16,4.99,GL,1675880656
316,gizo,-8.103,156.8419,27.59,79,100,5.15,SB,1675880657
317,slobozia,46.7281,29.7078,-3.37,65,3,4.78,MD,1675880659
318,waingapu,-9.6567,120.2641,25.29,87,21,3.12,ID,1675880660
319,loei,17.4167,101.5,19.51,62,1,1.37,TH,1675880663
320,esperance,-33.8667,121.9,19.09,74,69,5.2,AU,1675880664
321,ko samui,9.5357,99.9357,27.32,76,22,5.37,TH,1675880623
322,indianola,41.3581,-93.5574,8.84,51,34,1.79,US,1675880665
323,bumba,2.1833,22.4667,26.93,26,25,0.08,CD,1675880665
324,zabol,32.25,67.25,2.67,80,60,3.28,AF,1675880666
325,mount gambier,-37.8333,140.7667,12.5,95,10,1.93,AU,1675880583
326,sabang,5.8933,95.3214,27.52,78,96,5.94,ID,1675880667
327,padang,-0.9492,100.3543,24.03,88,45,1.62,ID,1675880668
328,mogadishu,2.0371,45.3438,25.21,78,8,9.27,SO,1675880669
329,bambous virieux,-20.3428,57.7575,26.23,83,40,2.06,MU,1675880670
330,rovaniemi,66.5,25.7167,0.67,93,100,13.89,FI,1675880670
331,sao joao da barra,-21.6403,-41.0511,27.05,90,97,3.61,BR,1675880634
332,vao,-22.6667,167.4833,25.43,84,100,7.16,NC,1675880671
333,niamey,13.5137,2.1098,34.16,7,88,4.12,NE,1675880671
334,hermanus,-34.4187,19.2345,21.56,65,0,8.95,ZA,1675880375
